ID,date,station,Latitude,Longitude,LULC_Class,Area_ha,lulc_urban_pct,soil_infiltration_mmhr,LandUse_Class,Flood_Severity,Flood_Severity_Class,discharge_m3s
,"Tuesday, January 20, 2015",Gashua,,,,,9.4,10.3,,,,12.93
,"Wednesday, January 21, 2015",Gashua,,,,,10,10.3,,,,12.85
,"Thursday, January 22, 2015",Gashua,,,,,9.5,10.5,,,,12.85
,"Friday, January 23, 2015",Gashua,,,,,9.9,8.7,,,,13.06
,"Saturday, January 24, 2015",Gashua,,,,,9,12.5,,,,12.89
,"Sunday, January 25, 2015",Gashua,,,,,9.9,11.3,,,,12.51
,"Monday, January 26, 2015",Gashua,,,,,9.7,13.4,,,,12.6
,"Tuesday, January 27, 2015",Gashua,,,,,9.8,9.4,,,,12.38
,"Wednesday, January 28, 2015",Gashua,,,,,9.3,8.1,,,,12.82
,"Thursday, January 29, 2015",Gashua,,,,,9.5,11.4,,,,12.87
,"Friday, January 30, 2015",Gashua,,,,,9.6,12.4,,,,12.66
,"Saturday, January 31, 2015",Gashua,,,,,9.4,10.1,,,,12.66
,"Sunday, February 1, 2015",Gashua,,,,,9.3,14.3,,,,13.25
,"Monday, February 2, 2015",Gashua,,,,,9.5,14.2,,,,13.33
,"Tuesday, February 3, 2015",Gashua,,,,,9.4,9.2,,,,13.46
,"Wednesday, February 4, 2015",Gashua,,,,,9.7,8.6,,,,13.38
,"Thursday, February 5, 2015",Gashua,,,,,9.5,12.2,,,,13.46
,"Friday, February 6, 2015",Gashua,,,,,9.6,10.5,,,,13.44
,"Saturday, February 7, 2015",Gashua,,,,,9.4,11.4,,,,13.55
,"Sunday, February 8, 2015",Gashua,,,,,9.3,12.2,,,,13.21
,"Monday, February 9, 2015",Gashua,,,,,9.9,7.7,,,,13.18
,"Tuesday, February 10, 2015",Gashua,,,,,9.7,11,,,,13.12
,"Wednesday, February 11, 2015",Gashua,,,,,9.2,14.2,,,,12.86
,"Thursday, February 12, 2015",Gashua,,,,,9.2,11.5,,,,13.08
,"Friday, February 13, 2015",Gashua,,,,,9.8,12.8,,,,13.02
,"Saturday, February 14, 2015",Gashua,,,,,9.5,8.6,,,,13.1
,"Sunday, February 15, 2015",Gashua,,,,,9.4,10.2,,,,13.16
,"Monday, February 16, 2015",Gashua,,,,,8.7,12.8,,,,13.02
,"Tuesday, February 17, 2015",Gashua,,,,,9,8.1,,,,13.07
,"Wednesday, February 18, 2015",Gashua,,,,,9.6,12.4,,,,13.21
,"Thursday, February 19, 2015",Gashua,,,,,9.6,7.9,,,,12.87
,"Friday, February 20, 2015",Gashua,,,,,10.1,11.4,,,,13.18
,"Saturday, February 21, 2015",Gashua,,,,,9.7,11.6,,,,12.99
,"Sunday, February 22, 2015",Gashua,,,,,9.4,10.4,,,,12.67
,"Monday, February 23, 2015",Gashua,,,,,9.8,11,,,,12.67
,"Tuesday, February 24, 2015",Gashua,,,,,9.9,11.9,,,,12.55
,"Wednesday, February 25, 2015",Gashua,,,,,9.6,10.7,,,,12.4
,"Thursday, February 26, 2015",Gashua,,,,,9.4,12.1,,,,12.45
,"Friday, February 27, 2015",Gashua,,,,,9.5,11.4,,,,12.22
,"Saturday, February 28, 2015",Gashua,,,,,8.9,10.9,,,,12.29
,"Sunday, March 1, 2015",Gashua,,,,,9.3,11.3,,,,12.29
,"Monday, March 2, 2015",Gashua,,,,,9.1,15.5,,,,12.29
,"Tuesday, March 3, 2015",Gashua,,,,,10.1,14.1,,,,12.29
,"Wednesday, March 4, 2015",Gashua,,,,,9.8,9.6,,,,12.34
,"Thursday, March 5, 2015",Gashua,,,,,9.8,8.4,,,,12.29
,"Friday, March 6, 2015",Gashua,,,,,9.4,12.5,,,,12.34
,"Saturday, March 7, 2015",Gashua,,,,,9.6,9.4,,,,12.55
,"Sunday, March 8, 2015",Gashua,,,,,10,10,,,,12.65
,"Monday, March 9, 2015",Gashua,,,,,9.6,9.9,,,,12.65
,"Tuesday, March 10, 2015",Gashua,,,,,9.6,8.6,,,,12.65
,"Wednesday, March 11, 2015",Gashua,,,,,9.3,11.4,,,,12.59
,"Thursday, March 12, 2015",Gashua,,,,,9.4,9,,,,12.75
,"Friday, March 13, 2015",Gashua,,,,,9.8,11,,,,12.63
,"Saturday, March 14, 2015",Gashua,,,,,9.5,9.8,,,,12.43
,"Sunday, March 15, 2015",Gashua,,,,,9.4,10.1,,,,12.53
,"Monday, March 16, 2015",Gashua,,,,,9.5,8,,,,12.59
,"Tuesday, March 17, 2015",Gashua,,,,,9.8,10.5,,,,12.59
,"Wednesday, March 18, 2015",Gashua,,,,,9.4,8.6,,,,12.6
,"Thursday, March 19, 2015",Gashua,,,,,8.8,15.3,,,,12.53
,"Friday, March 20, 2015",Gashua,,,,,9.7,13.4,,,,12.74
,"Saturday, March 21, 2015",Gashua,,,,,9.2,12.7,,,,12.66
,"Sunday, March 22, 2015",Gashua,,,,,9.1,10.6,,,,12.62
,"Monday, March 23, 2015",Gashua,,,,,9.8,12.7,,,,12.64
,"Tuesday, March 24, 2015",Gashua,,,,,9.8,16.2,,,,12.64
,"Wednesday, March 25, 2015",Gashua,,,,,9.7,12.9,,,,12.69
,"Thursday, March 26, 2015",Gashua,,,,,9.4,9.6,,,,12.64
,"Friday, March 27, 2015",Gashua,,,,,9.5,9.6,,,,12.42
,"Saturday, March 28, 2015",Gashua,,,,,10.2,12.3,,,,12.47
,"Sunday, March 29, 2015",Gashua,,,,,9.3,13,,,,12.37
,"Monday, March 30, 2015",Gashua,,,,,9.3,8,,,,12.3
,"Tuesday, March 31, 2015",Gashua,,,,,8.8,11.3,,,,12.55
,"Wednesday, April 1, 2015",Gashua,,,,,9,9.9,,,,12.49
,"Thursday, April 2, 2015",Gashua,,,,,9.5,8.1,,,,12.5
,"Friday, April 3, 2015",Gashua,,,,,9.7,9.5,,,,12.5
,"Saturday, April 4, 2015",Gashua,,,,,9.5,7.9,,,,12.45
,"Sunday, April 5, 2015",Gashua,,,,,9.1,9.8,,,,12.49
,"Monday, April 6, 2015",Gashua,,,,,9.5,10.9,,,,12.67
,"Tuesday, April 7, 2015",Gashua,,,,,9.4,12.2,,,,12.56
,"Wednesday, April 8, 2015",Gashua,,,,,9.2,11.6,,,,12.48
,"Thursday, April 9, 2015",Gashua,,,,,9.9,8,,,,12.43
,"Friday, April 10, 2015",Gashua,,,,,10.1,8.7,,,,12.65
,"Saturday, April 11, 2015",Gashua,,,,,9.7,9.9,,,,12.77
,"Sunday, April 12, 2015",Gashua,,,,,10.1,10.4,,,,12.72
,"Monday, April 13, 2015",Gashua,,,,,9.3,14.1,,,,12.53
,"Tuesday, April 14, 2015",Gashua,,,,,9.3,13.1,,,,12.56
,"Wednesday, April 15, 2015",Gashua,,,,,9.3,11.6,,,,12.82
,"Thursday, April 16, 2015",Gashua,,,,,9,14,,,,12.92
,"Friday, April 17, 2015",Gashua,,,,,9.6,14.7,,,,12.69
,"Saturday, April 18, 2015",Gashua,,,,,9.8,9.5,,,,12.75
,"Sunday, April 19, 2015",Gashua,,,,,8.9,16,,,,12.7
,"Monday, April 20, 2015",Gashua,,,,,9.5,11,,,,12.81
,"Tuesday, April 21, 2015",Gashua,,,,,9.5,10.5,,,,12.65
,"Wednesday, April 22, 2015",Gashua,,,,,9.4,6.8,,,,12.5
,"Thursday, April 23, 2015",Gashua,,,,,9.4,7.6,,,,12.45
,"Friday, April 24, 2015",Gashua,,,,,9.6,13.6,,,,13
,"Saturday, April 25, 2015",Gashua,,,,,9.6,12.8,,,,13.02
,"Sunday, April 26, 2015",Gashua,,,,,9.5,9.5,,,,13.22
,"Monday, April 27, 2015",Gashua,,,,,9.6,11.6,,,,13.29
,"Tuesday, April 28, 2015",Gashua,,,,,9.2,8.8,,,,13.29
,"Wednesday, April 29, 2015",Gashua,,,,,9.3,10.8,,,,13.27
,"Thursday, April 30, 2015",Gashua,,,,,9.3,11.7,,,,13.23
,"Friday, May 1, 2015",Gashua,,,,,9.5,12.1,,,,12.68
,"Saturday, May 2, 2015",Gashua,,,,,9.8,9.1,,,,12.47
,"Sunday, May 3, 2015",Gashua,,,,,9.1,9.2,,,,12.27
,"Monday, May 4, 2015",Gashua,,,,,9.4,8.5,,,,12.08
,"Tuesday, May 5, 2015",Gashua,,,,,9.6,11.8,,,,12.24
,"Wednesday, May 6, 2015",Gashua,,,,,9.8,8.2,,,,12.15
,"Thursday, May 7, 2015",Gashua,,,,,9,12.9,,,,12.15
,"Friday, May 8, 2015",Gashua,,,,,10.2,15,,,,12.27
,"Saturday, May 9, 2015",Gashua,,,,,9.9,12.1,,,,12.27
,"Sunday, May 10, 2015",Gashua,,,,,9.5,10.7,,,,12.51
,"Monday, May 11, 2015",Gashua,,,,,9.3,8.9,,,,13.18
,"Tuesday, May 12, 2015",Gashua,,,,,9.3,10.6,,,,13.09
,"Wednesday, May 13, 2015",Gashua,,,,,9.5,11.1,,,,13.09
,"Thursday, May 14, 2015",Gashua,,,,,9.2,11.4,,,,13.09
,"Friday, May 15, 2015",Gashua,,,,,9.4,12.4,,,,13.02
,"Saturday, May 16, 2015",Gashua,,,,,9.3,12.8,,,,13.2
,"Sunday, May 17, 2015",Gashua,,,,,9.9,9.1,,,,13.14
,"Monday, May 18, 2015",Gashua,,,,,9.4,12.4,,,,12.69
,"Tuesday, May 19, 2015",Gashua,,,,,9.8,8.1,,,,12.71
,"Wednesday, May 20, 2015",Gashua,,,,,9.6,10.7,,,,12.78
,"Thursday, May 21, 2015",Gashua,,,,,9.6,12,,,,12.78
,"Friday, May 22, 2015",Gashua,,,,,9.3,9.4,,,,12.94
,"Saturday, May 23, 2015",Gashua,,,,,9.3,4.8,,,,12.9
,"Sunday, May 24, 2015",Gashua,,,,,9.6,12.5,,,,12.71
,"Monday, May 25, 2015",Gashua,,,,,9.5,11.1,,,,12.55
,"Tuesday, May 26, 2015",Gashua,,,,,9.6,8.4,,,,12.7
,"Wednesday, May 27, 2015",Gashua,,,,,9.2,10.9,,,,12.68
,"Thursday, May 28, 2015",Gashua,,,,,9.7,12.5,,,,12.68
,"Friday, May 29, 2015",Gashua,,,,,9.6,7.7,,,,13.4
,"Saturday, May 30, 2015",Gashua,,,,,9.6,9.1,,,,13.38
,"Sunday, May 31, 2015",Gashua,,,,,8.7,8.9,,,,13.46
,"Monday, June 1, 2015",Gashua,,,,,10.1,12.7,,,,14.58
,"Tuesday, June 2, 2015",Gashua,,,,,9.5,9.8,,,,14.44
,"Wednesday, June 3, 2015",Gashua,,,,,9.2,13,,,,14.63
,"Thursday, June 4, 2015",Gashua,,,,,9.5,10.9,,,,14.63
,"Friday, June 5, 2015",Gashua,,,,,10,9.4,,,,13.79
,"Saturday, June 6, 2015",Gashua,,,,,8.8,9.5,,,,13.76
,"Sunday, June 7, 2015",Gashua,,,,,9.8,10.7,,,,13.92
,"Monday, June 8, 2015",Gashua,,,,,8.9,10.2,,,,13.53
,"Tuesday, June 9, 2015",Gashua,,,,,9.2,10.4,,,,13.43
,"Wednesday, June 10, 2015",Gashua,,,,,9.2,11,,,,13.29
,"Thursday, June 11, 2015",Gashua,,,,,9.3,11.8,,,,13.65
,"Friday, June 12, 2015",Gashua,,,,,9.5,11.6,,,,13.67
,"Saturday, June 13, 2015",Gashua,,,,,9.8,12.2,,,,14
,"Sunday, June 14, 2015",Gashua,,,,,9.8,12.1,,,,14.53
,"Monday, June 15, 2015",Gashua,,,,,8.8,9.3,,,,14.12
,"Tuesday, June 16, 2015",Gashua,,,,,9.3,10.8,,,,62.04
,"Wednesday, June 17, 2015",Gashua,,,,,8.9,11.8,,,,62.05
,"Thursday, June 18, 2015",Gashua,,,,,9.5,9.6,,,,61.69
,"Friday, June 19, 2015",Gashua,,,,,9.5,11.4,,,,61.59
,"Saturday, June 20, 2015",Gashua,,,,,9.4,10.1,,,,61.92
,"Sunday, June 21, 2015",Gashua,,,,,9.5,8.4,,,,61.39
,"Monday, June 22, 2015",Gashua,,,,,9.4,10.5,,,,61.32
,"Tuesday, June 23, 2015",Gashua,,,,,10,9,,,,14.21
,"Wednesday, June 24, 2015",Gashua,,,,,10,11.2,,,,14.56
,"Thursday, June 25, 2015",Gashua,,,,,10,9.3,,,,15.75
,"Friday, June 26, 2015",Gashua,,,,,9.3,11,,,,15.75
,"Saturday, June 27, 2015",Gashua,,,,,10,10.3,,,,15.05
,"Sunday, June 28, 2015",Gashua,,,,,9.2,11.4,,,,15.1
,"Monday, June 29, 2015",Gashua,,,,,9.7,5.3,,,,15.81
,"Tuesday, June 30, 2015",Gashua,,,,,9.5,8.8,,,,15.37
,"Wednesday, July 1, 2015",Gashua,,,,,9.3,10.3,,,,16.13
,"Thursday, July 2, 2015",Gashua,,,,,10.1,9.4,,,,14.99
,"Friday, July 3, 2015",Gashua,,,,,9.1,12.7,,,,15.82
,"Saturday, July 4, 2015",Gashua,,,,,9.6,13.4,,,,18.38
,"Sunday, July 5, 2015",Gashua,,,,,9.6,12.2,,,,18.09
,"Monday, July 6, 2015",Gashua,,,,,9.2,9.7,,,,18.28
,"Tuesday, July 7, 2015",Gashua,,,,,9.7,10.6,,,,17.98
,"Wednesday, July 8, 2015",Gashua,,,,,9.6,10.2,,,,17.3
,"Thursday, July 9, 2015",Gashua,,,,,9.4,6.3,,,,19.34
,"Friday, July 10, 2015",Gashua,,,,,9.3,12.7,,,,20.08
,"Saturday, July 11, 2015",Gashua,,,,,9.3,10.6,,,,17.48
,"Sunday, July 12, 2015",Gashua,,,,,9.1,12.1,,,,18.13
,"Monday, July 13, 2015",Gashua,,,,,9.3,8.3,,,,18.93
,"Tuesday, July 14, 2015",Gashua,,,,,9.4,8.9,,,,20.78
,"Wednesday, July 15, 2015",Gashua,,,,,9.3,8.2,,,,20.28
,"Thursday, July 16, 2015",Gashua,,,,,9,9.5,,,,18.71
,"Friday, July 17, 2015",Gashua,,,,,9.4,10.7,,,,18.19
,"Saturday, July 18, 2015",Gashua,,,,,9.5,6.9,,,,18.19
,"Sunday, July 19, 2015",Gashua,,,,,9.6,12.1,,,,62.65
,"Monday, July 20, 2015",Gashua,,,,,9.5,9,,,,62.17
,"Tuesday, July 21, 2015",Gashua,,,,,10,8.1,,,,63.74
,"Wednesday, July 22, 2015",Gashua,,,,,9.9,10.5,,,,63.96
,"Thursday, July 23, 2015",Gashua,,,,,9.6,9.5,,,,63.93
,"Friday, July 24, 2015",Gashua,,,,,9.6,10.2,,,,63.09
,"Saturday, July 25, 2015",Gashua,,,,,9.6,10.4,,,,63.68
,"Sunday, July 26, 2015",Gashua,,,,,9.3,11.7,,,,19.56
,"Monday, July 27, 2015",Gashua,,,,,9.7,11.5,,,,22.59
,"Tuesday, July 28, 2015",Gashua,,,,,9.6,10.3,,,,19.34
,"Wednesday, July 29, 2015",Gashua,,,,,10.1,13.6,,,,21.18
,"Thursday, July 30, 2015",Gashua,,,,,9.3,11.5,,,,21.67
,"Friday, July 31, 2015",Gashua,,,,,9.1,11.5,,,,24.78
,"Saturday, August 1, 2015",Gashua,,,,,9.7,14.6,,,,24.37
,"Sunday, August 2, 2015",Gashua,,,,,9.3,8.4,,,,23.64
,"Monday, August 3, 2015",Gashua,,,,,9.6,11.9,,,,23.73
,"Tuesday, August 4, 2015",Gashua,,,,,8.9,10.6,,,,23.84
,"Wednesday, August 5, 2015",Gashua,,,,,9.9,9.9,,,,21.79
,"Thursday, August 6, 2015",Gashua,,,,,9.7,12.1,,,,23.1
,"Friday, August 7, 2015",Gashua,,,,,10,9.2,,,,20.84
,"Saturday, August 8, 2015",Gashua,,,,,9.3,9.1,,,,26.23
,"Sunday, August 9, 2015",Gashua,,,,,9.3,10.5,,,,27.93
,"Monday, August 10, 2015",Gashua,,,,,9.6,11,,,,25.42
,"Tuesday, August 11, 2015",Gashua,,,,,9.3,7.6,,,,25.22
,"Wednesday, August 12, 2015",Gashua,,,,,9.1,11.6,,,,25.63
,"Thursday, August 13, 2015",Gashua,,,,,9.9,8.8,,,,23.87
,"Friday, August 14, 2015",Gashua,,,,,9.4,10.6,,,,22.9
,"Saturday, August 15, 2015",Gashua,,,,,9.3,10.1,,,,17.5
,"Sunday, August 16, 2015",Gashua,,,,,9.4,8.2,,,,15.7
,"Monday, August 17, 2015",Gashua,,,,,9.6,8.7,,,,13.7
,"Tuesday, August 18, 2015",Gashua,,,,,9.3,8.7,,,,15.65
,"Wednesday, August 19, 2015",Gashua,,,,,9.5,11.2,,,,15.29
,"Thursday, August 20, 2015",Gashua,,,,,9.5,9.3,,,,15.91
,"Friday, August 21, 2015",Gashua,,,,,10,8.3,,,,18.02
,"Saturday, August 22, 2015",Gashua,,,,,9.6,8.3,,,,22.5
,"Sunday, August 23, 2015",Gashua,,,,,9.2,13.7,,,,24.95
,"Monday, August 24, 2015",Gashua,,,,,9.5,10.5,,,,28.57
,"Tuesday, August 25, 2015",Gashua,,,,,10,9.5,,,,26.48
,"Wednesday, August 26, 2015",Gashua,,,,,9.8,11.8,,,,29.52
,"Thursday, August 27, 2015",Gashua,,,,,9,9,,,,29.12
,"Friday, August 28, 2015",Gashua,,,,,9.5,13.3,,,,28.23
,"Saturday, August 29, 2015",Gashua,,,,,10,10.6,,,,23.57
,"Sunday, August 30, 2015",Gashua,,,,,9.7,11.7,,,,21.09
,"Monday, August 31, 2015",Gashua,,,,,9.7,11.8,,,,17.73
,"Tuesday, September 1, 2015",Gashua,,,,,9.7,8.1,,,,18.04
,"Wednesday, September 2, 2015",Gashua,,,,,9.8,7.6,,,,15.68
,"Thursday, September 3, 2015",Gashua,,,,,9.7,9.2,,,,15.01
,"Friday, September 4, 2015",Gashua,,,,,9.8,7.9,,,,16.07
,"Saturday, September 5, 2015",Gashua,,,,,9.2,12.6,,,,16.12
,"Sunday, September 6, 2015",Gashua,,,,,9.3,11.4,,,,16.29
,"Monday, September 7, 2015",Gashua,,,,,9.5,7.1,,,,15.93
,"Tuesday, September 8, 2015",Gashua,,,,,9.1,8.7,,,,15.62
,"Wednesday, September 9, 2015",Gashua,,,,,9.4,8.4,,,,16.28
,"Thursday, September 10, 2015",Gashua,,,,,9.2,9.8,,,,16.32
,"Friday, September 11, 2015",Gashua,,,,,9.3,10.6,,,,14.14
,"Saturday, September 12, 2015",Gashua,,,,,9.6,11.1,,,,16.48
,"Sunday, September 13, 2015",Gashua,,,,,9.2,14,,,,16.36
,"Monday, September 14, 2015",Gashua,,,,,9,9.2,,,,16.93
,"Tuesday, September 15, 2015",Gashua,,,,,9.5,8.3,,,,17.36
,"Wednesday, September 16, 2015",Gashua,,,,,9.4,9.7,,,,16.3
,"Thursday, September 17, 2015",Gashua,,,,,9.5,10.3,,,,16.77
,"Friday, September 18, 2015",Gashua,,,,,9.5,10.5,,,,16.62
,"Saturday, September 19, 2015",Gashua,,,,,9.6,11.5,,,,14.34
,"Sunday, September 20, 2015",Gashua,,,,,9.6,8.5,,,,14.28
,"Monday, September 21, 2015",Gashua,,,,,9.8,12.2,,,,14.28
,"Tuesday, September 22, 2015",Gashua,,,,,9.6,10.6,,,,14.77
,"Wednesday, September 23, 2015",Gashua,,,,,9.6,7.2,,,,17.08
,"Thursday, September 24, 2015",Gashua,,,,,9.4,9.1,,,,16.57
,"Friday, September 25, 2015",Gashua,,,,,9.2,8.6,,,,16.72
,"Saturday, September 26, 2015",Gashua,,,,,10,11.8,,,,17.03
,"Sunday, September 27, 2015",Gashua,,,,,9,11.4,,,,18.06
,"Monday, September 28, 2015",Gashua,,,,,9.1,11.1,,,,18.93
,"Tuesday, September 29, 2015",Gashua,,,,,9.3,11.8,,,,18.01
,"Wednesday, September 30, 2015",Gashua,,,,,9.6,8.9,,,,15.33
,"Thursday, October 1, 2015",Gashua,,,,,9.7,13.1,,,,15.71
,"Friday, October 2, 2015",Gashua,,,,,9.7,12.1,,,,15.6
,"Saturday, October 3, 2015",Gashua,,,,,9.4,15.6,,,,16.19
,"Sunday, October 4, 2015",Gashua,,,,,10.1,6.8,,,,15.2
,"Monday, October 5, 2015",Gashua,,,,,9.2,11.4,,,,14.08
,"Tuesday, October 6, 2015",Gashua,,,,,9,12.8,,,,14.12
,"Wednesday, October 7, 2015",Gashua,,,,,9.8,10.2,,,,14.08
,"Thursday, October 8, 2015",Gashua,,,,,9.7,11.1,,,,14.11
,"Friday, October 9, 2015",Gashua,,,,,9.6,9.2,,,,14.01
,"Saturday, October 10, 2015",Gashua,,,,,9,12.8,,,,13.39
,"Sunday, October 11, 2015",Gashua,,,,,9.8,9.5,,,,13.2
,"Monday, October 12, 2015",Gashua,,,,,9.5,9.3,,,,12.88
,"Tuesday, October 13, 2015",Gashua,,,,,9.6,5.5,,,,13.14
,"Wednesday, October 14, 2015",Gashua,,,,,9.1,11.4,,,,13.14
,"Thursday, October 15, 2015",Gashua,,,,,10,7.2,,,,12.92
,"Friday, October 16, 2015",Gashua,,,,,9.6,5.9,,,,13.12
,"Saturday, October 17, 2015",Gashua,,,,,9.4,11.4,,,,13.43
,"Sunday, October 18, 2015",Gashua,,,,,9.9,12.7,,,,13.43
,"Monday, October 19, 2015",Gashua,,,,,9.3,9.5,,,,13.48
,"Tuesday, October 20, 2015",Gashua,,,,,9.6,10.5,,,,13.31
,"Wednesday, October 21, 2015",Gashua,,,,,9,10.6,,,,13.58
,"Thursday, October 22, 2015",Gashua,,,,,10.1,9.9,,,,13.43
,"Friday, October 23, 2015",Gashua,,,,,9.3,6.7,,,,13.23
,"Saturday, October 24, 2015",Gashua,,,,,9.8,9.8,,,,12.6
,"Sunday, October 25, 2015",Gashua,,,,,9.9,12.3,,,,12.6
,"Monday, October 26, 2015",Gashua,,,,,10,12.7,,,,12.55
,"Tuesday, October 27, 2015",Gashua,,,,,9.3,12.3,,,,12.55
,"Wednesday, October 28, 2015",Gashua,,,,,9.8,9.8,,,,12.34
,"Thursday, October 29, 2015",Gashua,,,,,9.6,10.8,,,,12.27
,"Friday, October 30, 2015",Gashua,,,,,9.2,8.8,,,,12.27
,"Saturday, October 31, 2015",Gashua,,,,,9.4,12.2,,,,12.31
,"Sunday, November 1, 2015",Gashua,,,,,9.1,6.4,,,,12.31
,"Monday, November 2, 2015",Gashua,,,,,10.2,8.8,,,,12.38
,"Tuesday, November 3, 2015",Gashua,,,,,9.5,9.9,,,,13.03
,"Wednesday, November 4, 2015",Gashua,,,,,9.4,10.9,,,,13.13
,"Thursday, November 5, 2015",Gashua,,,,,9.2,12.2,,,,13.13
,"Friday, November 6, 2015",Gashua,,,,,9.4,12.8,,,,13.29
,"Saturday, November 7, 2015",Gashua,,,,,9.4,10.5,,,,13.19
,"Sunday, November 8, 2015",Gashua,,,,,9.7,11.7,,,,13.37
,"Monday, November 9, 2015",Gashua,,,,,9.3,11,,,,13.36
,"Tuesday, November 10, 2015",Gashua,,,,,9.4,8.9,,,,12.57
,"Wednesday, November 11, 2015",Gashua,,,,,9.6,12.2,,,,12.66
,"Thursday, November 12, 2015",Gashua,,,,,9.6,9.6,,,,12.73
,"Friday, November 13, 2015",Gashua,,,,,9.5,13.5,,,,12.71
,"Saturday, November 14, 2015",Gashua,,,,,9.6,8.2,,,,12.71
,"Sunday, November 15, 2015",Gashua,,,,,9.2,10.6,,,,12.61
,"Monday, November 16, 2015",Gashua,,,,,9.6,12.5,,,,12.69
,"Tuesday, November 17, 2015",Gashua,,,,,9.6,10.2,,,,12.92
,"Wednesday, November 18, 2015",Gashua,,,,,9.1,8,,,,12.74
,"Thursday, November 19, 2015",Gashua,,,,,9.5,9.7,,,,12.66
,"Friday, November 20, 2015",Gashua,,,,,9.2,10.2,,,,12.66
,"Saturday, November 21, 2015",Gashua,,,,,9.9,9.8,,,,12.66
,"Sunday, November 22, 2015",Gashua,,,,,9.3,8.5,,,,12.77
,"Monday, November 23, 2015",Gashua,,,,,9.4,8.4,,,,12.76
,"Tuesday, November 24, 2015",Gashua,,,,,9.5,10.9,,,,12.53
,"Wednesday, November 25, 2015",Gashua,,,,,9.6,11.4,,,,12.56
,"Thursday, November 26, 2015",Gashua,,,,,9.6,12,,,,12.56
,"Friday, November 27, 2015",Gashua,,,,,9.5,7.3,,,,12.44
,"Saturday, November 28, 2015",Gashua,,,,,9.6,11.3,,,,12.49
,"Sunday, November 29, 2015",Gashua,,,,,9.8,11.4,,,,12.49
,"Monday, November 30, 2015",Gashua,,,,,9.5,8.7,,,,12.43
,"Tuesday, December 1, 2015",Gashua,,,,,9.6,9,,,,12.9
,"Wednesday, December 2, 2015",Gashua,,,,,9.9,7.4,,,,12.94
,"Thursday, December 3, 2015",Gashua,,,,,9.9,8.3,,,,13.19
,"Friday, December 4, 2015",Gashua,,,,,9.2,15.2,,,,13.19
,"Saturday, December 5, 2015",Gashua,,,,,9,11,,,,13.68
,"Sunday, December 6, 2015",Gashua,,,,,9.1,10.9,,,,13.8
,"Monday, December 7, 2015",Gashua,,,,,9.9,12.5,,,,13.73
,"Tuesday, December 8, 2015",Gashua,,,,,10,13.7,,,,13.48
,"Wednesday, December 9, 2015",Gashua,,,,,9.5,7.4,,,,13.42
,"Thursday, December 10, 2015",Gashua,,,,,9.6,7.8,,,,13.31
,"Friday, December 11, 2015",Gashua,,,,,9.6,6.8,,,,13.31
,"Saturday, December 12, 2015",Gashua,,,,,9.6,8.3,,,,12.76
,"Sunday, December 13, 2015",Gashua,,,,,9.5,11.8,,,,12.45
,"Monday, December 14, 2015",Gashua,,,,,9.1,11.5,,,,12.45
,"Tuesday, December 15, 2015",Gashua,,,,,9.2,8.9,,,,12.23
,"Wednesday, December 16, 2015",Gashua,,,,,9.3,12.7,,,,12.14
,"Thursday, December 17, 2015",Gashua,,,,,9.3,9.4,,,,12
,"Friday, December 18, 2015",Gashua,,,,,9.6,6.1,,,,12.06
,"Saturday, December 19, 2015",Gashua,,,,,9.6,10.5,,,,12.06
,"Sunday, December 20, 2015",Gashua,,,,,9,9.3,,,,12.23
,"Monday, December 21, 2015",Gashua,,,,,9.7,8.7,,,,12.38
,"Tuesday, December 22, 2015",Gashua,,,,,9,11.9,,,,12.44
,"Wednesday, December 23, 2015",Gashua,,,,,9.7,11.4,,,,12.52
,"Thursday, December 24, 2015",Gashua,,,,,9.5,11.4,,,,12.78
,"Friday, December 25, 2015",Gashua,,,,,9.4,9.2,,,,12.73
,"Saturday, December 26, 2015",Gashua,,,,,9.1,7.4,,,,12.81
,"Sunday, December 27, 2015",Gashua,,,,,9.8,11.4,,,,12.85
,"Monday, December 28, 2015",Gashua,,,,,9.5,12,,,,12.74
,"Tuesday, December 29, 2015",Gashua,,,,,9.2,12.9,,,,12.81
,"Wednesday, December 30, 2015",Gashua,,,,,9.5,12.7,,,,12.83
,"Thursday, December 31, 2015",Gashua,,,,,9.8,15.4,,,,12.57
,"Friday, January 1, 2016",Gashua,,,,,9.7,3.7,,,,12.54
,"Saturday, January 2, 2016",Gashua,,,,,9.8,10,,,,12.62
,"Sunday, January 3, 2016",Gashua,,,,,9.2,9.7,,,,12.55
,"Monday, January 4, 2016",Gashua,,,,,9.9,7.5,,,,12.64
,"Tuesday, January 5, 2016",Gashua,,,,,10.1,8.6,,,,12.64
,"Wednesday, January 6, 2016",Gashua,,,,,9.9,9.9,,,,12.54
,"Thursday, January 7, 2016",Gashua,,,,,10.2,8.8,,,,12.76
,"Friday, January 8, 2016",Gashua,,,,,9.3,13.1,,,,12.94
,"Saturday, January 9, 2016",Gashua,,,,,9.9,9.9,,,,12.78
,"Sunday, January 10, 2016",Gashua,,,,,9.7,16,,,,12.65
,"Monday, January 11, 2016",Gashua,,,,,10.1,10.2,,,,12.71
,"Tuesday, January 12, 2016",Gashua,,,,,9.4,12.1,,,,12.59
,"Wednesday, January 13, 2016",Gashua,,,,,9.6,12.6,,,,12.91
